,Status,Seniority,Home,Time,Age,Marital,Records,Job,Expenses,Income,Assets,Debt,Amount,Price
1262,1,20,2,60,51,2,1,1,60,250,2500,0,1250,1825
1265,2,4,6,60,25,1,1,2,35,92,0,0,1400,1661
1266,1,7,2,60,36,2,1,1,90,120,6000,1500,900,1175
1267,1,4,2,12,32,2,1,1,45,231,13000,290,400,1198
1269,1,2,5,48,23,1,1,2,35,160,3500,1200,1200,1426
1271,2,0,5,48,25,2,1,1,60,247,0,0,1900,1900
1273,1,2,6,60,41,4,1,3,35,100,5000,0,1200,1450
1274,1,8,5,48,28,1,1,1,35,115,500,0,360,363
1275,1,1,1,36,37,2,1,3,90,0,0,0,850,998
1276,1,3,1,36,34,1,1,1,41,63,30000,0,625,921
1277,2,0,5,60,20,1,1,1,35,79,0,0,1570,1575
1278,1,10,1,48,38,2,1,3,78,333,0,0,700,1386
1279,1,4,2,48,49,1,2,1,35,183,8000,0,1200,1531
1280,1,2,5,24,21,1,1,3,35,0,0,0,250,355
1282,1,20,3,60,39,2,1,1,90,159,2000,0,750,790
1283,2,10,1,60,39,2,2,3,119,292,13000,2500,1500,2262
1284,1,0,1,60,29,2,1,2,61,160,0,0,1000,1055
1285,1,21,1,36,42,2,1,1,74,135,450,0,240,1275
1286,2,3,1,60,48,4,2,1,47,120,0,0,1000,1077
1287,1,2,2,36,27,3,1,1,35,135,8000,0,750,1296
1290,1,19,1,18,39,1,1,1,45,100,0,0,450,997
1291,2,3,1,24,22,1,1,3,50,148,0,0,700,950
1294,1,3,5,36,21,1,1,2,35,49,0,0,750,850
1296,2,6,1,36,41,2,2,3,75,0,0,0,775,875
1297,1,10,1,36,47,1,1,2,86,114,3500,0,400,872
1298,1,17,1,24,49,2,1,3,80,53,0,0,600,1104
1300,2,0,2,60,62,2,1,4,45,42,4000,0,500,827
1301,2,2,5,36,24,1,1,1,35,90,0,0,1000,1150
1303,1,0,1,48,36,2,1,1,74,141,0,0,1150,1485
1304,1,5,2,60,36,2,1,1,75,141,4000,0,1300,1435
1305,2,5,5,36,45,2,2,1,75,68,0,0,2375,2875
1306,1,12,2,36,41,2,1,3,60,99999999,10000,0,1000,2100
1307,1,4,2,24,30,2,2,1,45,165,3000,0,250,450
1308,1,6,5,60,43,2,1,3,75,70,4000,0,1000,1548
1310,1,9,2,48,41,4,1,1,35,60,8000,1000,1200,1538
1311,1,9,1,36,31,2,2,3,84,241,10000,0,3800,5852
1312,2,2,1,12,47,2,2,1,103,426,0,0,350,450
1314,1,2,5,12,25,1,2,3,35,74,18000,0,600,1638
1316,1,16,2,36,57,2,1,1,60,154,4000,130,700,1090
1317,2,10,2,60,26,2,1,1,60,63,5000,3000,1400,1432
1318,1,11,2,60,37,2,1,1,90,289,7000,250,1200,1599
1319,2,14,2,36,45,4,1,1,45,190,12000,0,2100,2758
1320,1,4,1,60,24,2,1,1,75,147,0,0,1300,1700
1324,2,2,2,60,36,2,2,3,60,140,29000,0,3900,4812
1325,1,13,5,60,27,2,1,1,60,100,0,0,950,1152
1326,1,5,2,24,37,2,1,3,90,143,7000,0,700,900
1327,2,1,1,36,25,2,1,1,54,87,0,0,500,646
1328,1,6,1,60,23,2,1,1,62,171,0,0,1000,1209
1329,1,20,2,36,47,2,1,1,75,203,4000,0,1050,1258
1331,1,15,2,12,55,2,1,1,45,130,7000,0,200,1240
1332,1,0,5,48,28,1,1,1,35,90,3500,0,1000,1210
1333,1,5,5,60,24,1,1,1,35,92,0,0,1030,1068
1335,1,4,2,48,36,2,1,1,75,210,4000,0,1800,2628
1336,1,4,2,24,26,2,1,1,45,115,4000,0,500,1400
1337,1,5,5,18,22,1,1,1,35,80,0,0,600,1132
1339,1,4,2,24,44,2,1,3,75,86,5000,0,900,1100
1341,1,1,6,42,33,2,2,1,90,138,3500,606,1400,1700
1342,1,7,2,60,42,2,1,1,45,88,4000,0,850,1033
1343,1,11,5,12,29,2,1,1,60,54,0,0,600,1683
1346,1,3,2,48,32,2,1,3,75,65,10500,1500,1500,2155
1347,1,24,2,60,54,2,1,3,45,109,17000,0,2000,3400
1348,1,6,5,36,24,1,1,1,35,57,0,0,380,490
1349,2,2,1,48,36,5,1,1,45,99,0,0,750,1350
1350,1,3,5,48,27,2,1,1,45,227,0,0,1150,1575
1352,1,1,5,24,22,1,1,2,35,80,0,0,150,400
1353,2,5,1,36,22,1,1,1,42,70,0,0,850,870
1354,1,1,1,48,39,2,1,1,86,105,0,0,1300,1600
1355,2,1,5,48,24,1,2,1,35,65,0,0,900,1061
1357,1,7,5,48,31,1,2,1,35,72,5500,0,1000,1051
1358,1,3,5,36,31,2,2,1,60,80,0,0,1450,1700
1359,1,25,2,48,47,2,1,3,60,157,15000,0,1990,2460
1360,1,12,2,36,46,2,2,1,60,117,3000,0,825,1325
1363,1,15,2,12,49,2,1,3,75,0,17000,0,700,1420
1364,1,20,2,12,60,2,1,3,60,0,40000,0,700,1420
1365,2,0,6,60,31,2,2,1,90,0,0,0,1450,1604
1367,1,10,2,48,44,2,1,1,75,450,12000,0,1030,1128
1368,1,0,5,48,21,1,1,1,35,50,0,0,1000,1091
1369,2,2,2,48,20,1,1,3,35,450,31000,0,1500,1853
1371,1,1,2,60,34,2,2,1,45,180,2500,300,1300,1817
1372,1,1,1,60,21,2,1,1,58,132,0,0,1275,1381
1373,2,6,2,36,44,2,1,1,75,150,7000,600,650,650
1375,1,15,1,48,40,2,2,1,88,125,0,0,1100,1498
1376,1,11,5,36,29,1,1,1,35,64,0,0,600,1314
1377,1,1,1,36,44,2,1,1,105,145,0,0,1000,2275
1379,2,1,2,36,27,2,1,2,45,127,4500,3000,600,745
1380,1,11,2,48,46,2,1,3,75,160,10000,0,1150,1156
1381,1,2,2,60,43,2,2,1,45,63,3000,0,1100,1683
1382,1,1,2,36,25,3,1,1,45,60,2000,0,525,800
1383,1,11,1,60,28,1,1,1,42,67,0,0,900,1399
1384,1,3,2,48,30,2,1,1,75,88,6000,400,1200,1796
1385,2,1,1,48,29,2,1,2,77,170,0,0,1300,2262
1386,1,15,1,60,39,2,1,3,60,145,5000,0,1300,1625
1387,2,1,6,42,24,1,2,1,35,60,0,0,1200,1616
1388,1,8,2,12,29,2,1,1,45,92,6000,2400,100,1492
1389,1,10,3,60,55,2,1,1,60,195,4000,0,1900,2150
1390,1,3,1,36,27,2,1,1,68,80,0,0,325,400
1394,1,4,1,48,38,2,1,1,91,161,5000,0,800,1008
1395,1,0,5,24,24,1,1,2,35,117,4000,0,1000,1489
1396,1,7,2,18,33,2,1,3,60,164,4000,0,550,1679
1399,1,6,1,60,34,4,1,1,47,120,0,0,1100,1700
1400,1,3,1,48,35,4,1,1,59,240,0,0,1300,1627
1401,1,4,2,60,24,2,1,3,60,250,9000,3400,1250,1300
1403,1,5,2,18,28,2,1,1,60,102,2500,1300,450,1437
1404,2,12,2,48,49,2,2,1,45,152,7500,0,1100,2120
1405,1,4,3,24,44,2,1,1,75,96,4000,0,580,923
1408,1,0,2,48,43,2,1,2,75,71,14000,0,1100,1660
1409,1,13,2,60,38,1,1,1,45,80,4000,0,1060,1274
1410,1,2,6,42,25,2,1,1,60,190,0,0,1100,1729
1414,2,20,2,36,57,2,1,1,90,114,5000,1500,1000,1193
1415,1,1,5,48,28,1,1,1,35,140,0,0,1400,1728
1416,1,14,5,60,28,2,1,1,45,140,0,0,1150,1301
1418,1,0,2,36,36,2,1,1,75,424,9500,700,1000,1690
1420,2,0,2,60,36,2,2,3,75,99999999,6000,0,1650,1861
1422,1,28,5,24,44,2,1,3,90,180,0,0,450,1472
1423,1,8,2,36,30,2,1,1,60,50,5000,400,300,1890
1425,2,1,1,48,26,1,1,1,45,100,0,0,1400,1968
1427,1,1,2,60,44,2,1,3,90,905,20000,15000,1200,1381
1428,1,1,6,36,29,1,1,1,35,52,0,0,1000,1152
1430,1,10,2,24,46,2,1,3,120,400,6000,2700,600,1080
1431,1,4,1,48,39,2,1,1,91,157,0,0,1300,1501
1433,2,10,2,60,27,2,1,1,45,120,5000,2000,1570,1914
1435,2,0,2,48,26,2,1,3,45,0,16000,3648,400,1751
1439,1,2,1,60,33,1,1,1,75,400,0,0,1450,1457
1440,2,0,6,36,52,2,1,3,45,0,0,0,500,1050
1441,1,6,1,24,28,2,1,1,62,166,0,0,500,1150
1442,1,20,2,48,53,2,1,1,60,135,4000,0,1170,1297
1443,1,10,2,60,36,2,1,1,75,204,5000,0,1400,1460
1445,1,1,2,36,30,2,1,1,45,120,3000,1100,1750,2245
1446,1,3,5,60,25,1,1,1,35,130,6000,0,625,1083
1447,1,2,2,18,43,2,1,3,90,356,5000,800,700,1073
1448,1,25,6,60,50,2,1,1,90,230,0,0,800,860
1449,1,36,2,48,58,2,1,1,45,100,5500,108,700,1291
1450,1,11,2,60,44,2,2,1,60,130,3500,0,1400,1731
1452,1,0,1,18,34,2,2,2,98,81,0,0,300,450
1453,1,1,2,60,29,2,1,1,60,136,7000,0,1000,1688
1454,1,17,2,60,32,2,1,1,75,200,5000,2500,1550,1721
1457,1,0,5,48,24,1,1,2,45,76,0,0,1640,1649
1458,1,2,2,60,25,2,1,3,45,200,6000,1500,1600,1866
1459,1,1,5,12,24,1,1,1,35,128,0,0,300,1056
1460,1,2,2,18,37,2,1,1,90,90,1500,0,400,1166
1462,1,12,2,48,35,2,1,1,45,125,6000,0,350,1511
1463,1,1,6,36,28,1,1,3,35,100,0,0,1950,2074
1464,1,14,2,60,45,2,1,1,120,250,18000,0,450,911
1465,2,3,5,36,19,1,2,1,35,47,0,0,500,700
1466,1,2,5,24,30,2,1,2,45,57,0,0,500,974
1469,1,13,2,60,28,2,1,1,60,102,3500,0,1175,1375
1470,1,0,1,60,27,2,1,1,58,133,0,0,400,1136
1471,1,3,6,48,22,1,1,3,60,104,5000,0,1300,1813
1472,1,15,2,60,40,2,2,3,75,99999999,16000,0,1150,1850
1473,1,1,5,48,26,1,1,3,35,500,0,0,1300,1561
1474,2,8,1,60,40,4,1,1,70,100,0,0,1300,1510
1475,2,1,2,60,52,1,1,1,35,150,6000,0,1580,1756
1477,2,0,2,48,38,2,1,3,90,38,2800,0,1050,1238
1478,2,1,1,36,25,2,1,2,67,67,0,0,775,850
1481,2,0,2,60,44,5,2,1,60,60,4000,3378,1400,1703
1484,1,0,5,36,26,2,1,2,60,142,0,0,1000,1426
1486,1,2,2,60,40,2,1,1,90,161,8000,470,1200,1670
1489,2,7,5,60,40,2,1,1,90,93,8000,0,1300,1588
1492,1,15,2,48,31,2,1,1,60,131,3000,0,770,872
1493,1,4,2,48,22,1,1,1,45,113,14000,0,1300,1410
1494,2,1,2,60,61,2,1,4,45,30,6000,0,1000,1055
1495,1,7,5,30,33,2,1,1,75,154,4000,125,850,2243
1496,1,28,2,24,45,2,1,1,75,164,5000,0,600,1190
1500,1,6,6,60,63,2,1,1,45,234,0,0,610,1027
1504,2,5,2,60,44,2,1,3,45,65,4000,0,1400,1847
1506,2,0,1,48,37,2,2,2,120,300,8000,2000,1500,2977
1507,2,6,2,24,39,2,1,1,75,58,2000,0,175,300
1508,2,20,2,60,54,2,1,3,75,0,10000,0,900,1056
1511,1,4,6,12,28,2,1,1,45,99,0,0,250,1000
1514,2,5,5,48,25,1,1,1,35,78,0,0,1000,1154
1516,1,1,2,36,36,2,1,2,45,80,500,0,950,1566
1517,1,12,2,60,37,2,1,3,60,85,6000,0,1200,1731
1518,1,25,1,42,61,2,1,1,57,121,0,0,750,830
1519,1,20,2,36,41,2,1,3,90,250,13500,0,1900,2200
1520,1,1,2,48,33,2,1,1,45,104,6500,0,1150,1348
1521,1,6,2,48,33,2,1,3,45,78,3500,0,1100,1526
1523,1,1,1,48,42,2,1,1,94,192,0,0,1350,1819
1524,1,16,5,48,35,4,1,1,60,103,0,0,500,862
1525,2,6,5,60,38,2,1,1,45,75,0,0,1175,1800
1526,2,8,1,60,28,2,1,1,53,177,0,0,1900,2530
1527,2,0,5,36,21,1,2,1,35,75,0,0,690,790
1528,1,20,2,18,40,2,1,1,75,210,3500,0,800,1717
1529,1,0,2,24,39,2,1,4,35,0,10000,0,600,950
1530,1,5,2,60,43,2,1,1,75,105,5000,0,1000,1809
1531,2,6,3,36,29,1,1,2,35,68,1500,0,500,525
1534,2,1,2,60,39,2,1,3,60,99999999,6000,3000,850,1104
1535,1,0,2,12,49,3,1,3,60,0,21000,0,1800,2309
1537,1,4,1,54,27,2,1,1,74,139,0,0,900,1132
1538,1,6,2,60,29,2,1,1,60,125,5000,0,1500,1531
1540,2,1,5,48,25,1,1,2,35,50,0,0,1000,1041
1541,1,0,2,30,55,2,1,3,60,155,6000,0,500,635
1542,1,1,4,24,27,2,1,2,60,128,4000,0,400,1224
1544,1,40,2,48,60,2,1,3,75,183,5000,0,1200,1308
1546,1,6,6,36,36,2,1,1,60,160,0,0,550,700
1547,1,5,5,48,22,1,1,1,35,75,27000,0,1300,1495
1548,2,0,6,60,34,2,2,1,60,0,0,0,1700,2329
1549,1,10,3,36,44,2,1,3,75,77,8000,0,900,943
1550,1,5,1,30,59,2,1,1,81,207,20000,0,700,1460
1553,2,0,2,60,33,2,1,2,45,128,4500,0,1250,1442
1555,2,9,6,60,35,2,1,1,60,70,0,0,1500,1562
1556,1,19,1,60,41,2,1,1,88,125,0,0,1450,1564
1559,1,8,1,36,33,2,1,1,78,175,0,0,1000,1187
1560,1,10,1,48,56,2,1,3,86,112,0,0,1000,1000
1561,1,20,2,36,43,2,1,1,60,80,3000,0,600,675
1562,1,0,2,36,62,2,1,4,45,73,5000,0,430,1132
1566,1,12,2,48,49,2,1,2,45,80,4000,0,800,1228
1567,1,0,2,48,49,2,1,3,105,280,20000,0,800,1137
1568,1,9,1,36,34,1,1,1,49,136,0,0,800,1064
1570,2,5,3,48,44,2,2,1,75,199,4600,0,1600,2631
1571,2,0,1,48,30,2,1,2,60,150,0,0,1300,1582
1573,1,2,6,60,23,1,1,1,45,175,7500,0,1500,1525
1574,2,20,2,60,50,2,2,3,45,125,3000,0,1500,1600
1575,1,8,5,48,26,1,1,1,35,78,0,0,500,1800
1576,1,8,2,36,48,2,1,1,45,75,3500,0,670,857
1577,2,1,2,48,42,5,1,1,35,210,6500,1500,1650,1679
1579,2,7,6,48,22,2,1,3,45,0,0,0,1100,1729
1581,1,8,3,60,30,2,1,1,75,100,2000,192,1400,1460
1582,2,10,5,12,25,1,1,3,35,99999999,0,0,675,1387
1584,2,1,2,48,26,2,1,3,75,180,1600,0,1450,1610
1585,2,10,1,48,34,2,1,1,83,79,0,0,1200,1215
1587,2,11,2,36,37,2,2,3,60,205,13600,4500,450,625
1591,1,8,2,48,26,2,1,3,90,113,3000,750,1200,1450
1592,1,5,5,60,21,1,1,1,35,60,0,0,1100,1134
1594,1,16,2,60,30,2,1,1,45,135,5000,0,1000,1230
1596,2,4,1,48,26,1,1,3,50,150,0,0,1100,1335
1597,1,3,2,36,36,2,1,3,75,99999999,4000,0,1000,1818
1599,2,10,3,60,43,2,1,1,90,110,4500,1500,750,936
1600,2,0,2,48,39,2,2,2,45,132,3500,0,1000,1603
1601,1,41,6,24,59,2,1,1,60,177,0,0,500,1633
1603,1,1,1,6,25,1,1,1,46,112,0,0,200,600
1604,2,0,5,36,38,2,2,3,75,125,11000,0,2500,3350
1605,1,2,5,60,28,1,1,1,35,220,0,0,1600,1739
1607,1,11,5,60,41,4,2,1,35,100,0,0,1250,1549
1608,1,12,2,12,50,2,1,3,75,200,17000,3000,1250,1721
1611,1,4,2,60,26,2,1,1,45,152,4000,1200,950,1050
1613,1,5,2,24,42,2,1,1,45,113,7100,0,1800,3669
1615,2,0,6,60,46,1,1,1,35,150,0,0,1400,1490
1616,1,7,2,36,24,2,1,1,45,95,3000,0,1000,1597
1617,1,12,5,36,31,2,1,1,60,160,3000,1000,700,1100
1619,1,17,2,48,42,2,1,1,90,450,8000,1800,1000,3313
1622,1,19,2,36,43,2,1,3,75,70,7000,0,1000,2335
1623,2,0,5,36,26,1,1,2,35,70,3500,350,375,500
1624,1,6,1,36,24,2,1,1,66,213,0,0,1000,1064
1625,1,14,1,48,29,2,1,1,52,70,0,0,800,1210
1628,1,6,5,48,30,1,1,3,35,0,7000,0,700,1054
1629,1,20,2,60,43,2,1,2,60,138,20000,0,1000,1312
1630,1,12,1,60,38,2,1,1,96,205,3500,0,1400,1742
1631,1,3,1,48,29,2,1,1,59,137,0,0,800,889
1633,1,13,1,60,41,1,1,1,45,95,0,0,940,1379
1634,1,23,2,48,60,2,1,1,35,80,3000,0,1150,1242
1635,1,3,3,60,54,2,1,1,45,134,2000,0,1100,1286
1636,1,3,5,36,22,1,1,1,35,65,0,0,1000,1629
1637,1,2,2,30,38,2,1,1,75,159,11000,0,1280,1289
1638,1,30,2,24,57,2,1,3,45,40,17000,0,400,500
1639,1,10,2,24,42,2,1,3,75,70,4600,0,500,1104
1640,1,16,2,60,39,2,2,1,60,115,3000,0,800,1373
1641,1,2,1,48,31,2,1,1,67,67,0,0,970,1273
1642,1,2,6,36,24,2,1,1,60,102,0,0,900,1555
1644,1,8,2,24,35,2,2,3,75,180,12000,0,1000,2256
1645,1,37,5,36,52,2,1,1,60,240,0,0,1510,1625
1646,2,2,2,48,34,2,1,3,90,250,16000,2000,1500,1768
1648,2,6,1,48,37,2,1,1,77,170,0,0,887,887
1649,2,4,1,36,27,4,1,1,47,116,0,0,1300,1700
1651,1,5,1,36,63,2,1,4,50,54,3000,0,550,700
1653,1,9,2,48,23,1,1,1,35,123,7500,0,800,1111
1654,2,1,5,36,28,2,2,1,60,95,4000,0,500,625
1655,1,7,6,48,43,2,2,1,75,160,0,0,1350,1519
1656,2,2,2,60,27,2,2,1,60,115,4000,800,2250,2850
1658,1,10,2,60,40,2,1,3,90,301,2000,0,1100,1835
1660,1,4,2,60,33,2,1,1,75,128,3500,100,400,1244
1661,1,7,3,12,30,1,1,3,35,0,3000,0,600,670
1663,2,2,6,48,29,2,1,1,75,96,6000,3000,1200,1521
1664,1,1,2,36,19,1,1,1,45,98,4000,0,200,1330
1667,1,8,2,48,52,2,1,1,60,105,3500,0,1000,1887
1668,1,20,1,36,57,2,1,3,102,117,0,0,475,500
1669,1,2,5,48,20,1,1,1,35,318,99999999,0,740,1325
1671,1,7,2,60,25,2,1,1,60,102,3500,1500,1400,1432
1672,2,1,1,48,33,5,1,1,60,250,0,0,1300,1573
1673,1,0,2,48,37,2,1,3,60,107,18000,1700,800,1015
1674,1,2,5,30,23,1,1,1,35,60,0,0,600,1127
1676,2,4,0,48,47,2,2,3,45,99999999,99999999,99999999,1350,2172
1677,1,7,1,60,24,1,1,1,44,93,0,0,1100,1519
1678,1,1,5,60,25,1,1,1,35,105,0,0,1100,1222
1679,1,4,5,36,27,1,1,1,35,70,0,0,700,975
1680,2,15,2,60,58,2,2,1,60,117,6000,0,1500,1670
1681,1,25,1,24,45,4,1,3,53,183,93000,0,1900,3088
1682,2,0,5,60,20,1,1,1,35,120,5500,1200,1170,1362
1683,1,28,2,36,49,2,1,1,45,90,27000,0,600,1690
1685,1,17,5,36,43,2,1,1,75,200,0,0,1000,2355
1686,2,2,2,60,38,2,2,1,75,74,3500,500,1700,1888
1687,1,11,2,60,41,2,1,1,60,313,7500,2000,2180,2654
1688,1,1,2,36,31,2,1,1,45,197,8000,300,1590,1597
1689,1,30,2,30,61,2,1,1,60,320,4000,0,700,1054
1690,1,6,5,60,38,1,1,1,35,210,0,0,1200,1823
1692,1,30,2,60,65,2,1,3,45,250,80000,0,1700,2290
1693,1,1,5,60,22,1,1,1,35,110,3500,0,1300,1517
1694,1,26,3,48,60,2,1,1,45,134,4200,2000,700,2684
1695,1,25,2,36,59,1,1,3,35,19,5500,1500,425,1175
1696,1,7,3,36,24,1,1,3,35,131,7500,0,1350,1406
1698,2,4,1,36,34,2,1,1,70,100,0,0,900,1150
1699,1,0,2,48,26,1,1,1,35,101,2000,0,1000,1300
1700,2,0,2,60,65,2,1,4,45,69,10000,0,1500,1750
1701,1,30,1,36,59,2,1,3,50,52,25000,0,1000,1298
1703,1,3,2,60,27,2,1,1,75,122,4000,0,1400,1702
1704,1,0,6,36,20,1,1,2,45,150,0,0,450,500
1706,1,5,1,60,31,2,1,1,86,109,0,0,830,1700
1707,1,25,2,48,55,2,1,1,60,139,5000,0,1000,1300
1708,1,8,1,60,26,2,1,1,59,140,0,0,1400,1538
1709,1,4,5,48,21,1,1,1,35,88,25000,0,1100,1200
1710,1,0,6,48,23,1,1,1,35,60,0,0,1000,1294
1711,1,7,5,60,27,1,1,3,35,39,0,0,1000,1678
1712,2,5,2,60,43,2,1,2,75,120,2000,40,1400,1600
1713,2,10,2,60,56,2,1,1,60,161,5000,0,1500,1844
1715,1,1,2,36,20,2,1,3,45,110,11500,0,700,770
1716,2,0,1,36,23,2,1,2,81,60,0,0,450,450
1717,1,8,1,24,32,2,2,1,75,154,0,0,750,1258
1719,1,0,3,12,39,2,1,1,45,178,2000,0,150,550
1722,1,20,2,12,49,2,1,3,60,500,10000,0,1000,3081
1723,1,0,2,60,25,2,1,3,45,0,2500,0,1500,1812
1724,1,2,1,24,26,1,1,3,55,200,0,0,600,1097
1725,2,0,6,60,43,2,1,3,75,144,7600,0,1465,1544
1727,1,2,2,60,37,2,1,1,90,137,3000,1,1100,1563
1728,1,3,5,60,19,1,1,1,35,218,0,0,1100,1387
1731,2,3,5,48,23,1,1,3,35,182,0,0,1100,1427
1732,1,0,2,36,32,2,1,3,90,0,17000,0,700,875
1733,1,0,2,60,23,2,1,4,60,47,3000,0,820,875
1734,1,10,1,60,28,2,1,1,78,325,18,3000,2250,2250
1735,1,24,2,36,39,2,1,1,90,90,12000,4000,700,1693
1736,2,12,1,60,37,2,1,3,84,92,0,0,1300,1850
1737,1,5,1,36,39,2,2,1,100,250,0,0,1400,3959
1741,1,17,1,48,36,2,1,1,56,105,0,0,1000,1295
1742,2,8,6,36,30,2,2,3,75,100,4000,1365,1220,1745
1743,1,10,2,24,45,4,1,1,35,77,14000,0,200,300
1744,2,10,6,36,44,2,2,3,75,0,0,0,1300,2276
1746,2,0,6,60,27,1,1,1,35,149,0,0,1500,1601
1748,1,17,2,48,43,2,1,1,75,251,5500,0,1100,1664
1750,2,0,2,48,21,1,1,2,60,160,2500,0,1220,1598
1751,1,37,2,60,56,3,1,1,35,300,10000,0,1300,1750
1752,2,0,6,42,23,1,1,2,35,0,0,0,1100,1135
1753,1,10,2,60,37,2,2,1,90,118,4500,0,1200,1296
1754,1,2,2,60,30,2,2,1,45,174,4000,0,2000,2250
1755,1,23,1,24,47,1,1,1,44,86,0,0,350,975
1757,2,0,1,36,32,2,1,3,89,285,0,0,1000,1304
1758,1,1,5,60,29,2,1,1,75,105,10000,0,700,1610
1759,1,27,2,60,56,2,1,1,45,122,3000,0,950,1386
1761,2,8,5,48,29,1,2,3,35,0,0,0,1145,1145
1762,1,9,2,36,24,2,1,1,45,160,4000,2000,450,1388
1763,2,40,2,36,62,2,2,3,45,157,13500,0,1000,1300
1764,1,1,3,12,34,2,2,1,90,65,3000,0,425,1245
1765,1,15,2,60,41,2,1,3,90,0,9000,0,1500,1923
1766,1,2,5,36,21,1,1,2,35,105,0,0,300,495
1768,1,10,3,36,61,2,1,1,75,130,25000,0,350,400
1771,1,2,5,48,39,4,1,1,35,160,0,0,550,2340
1772,2,0,6,60,31,1,1,2,35,128,0,0,900,982
1774,1,11,2,36,46,2,1,1,45,120,5000,0,1075,1631
1775,1,0,2,60,31,3,1,3,35,200,4000,0,943,1018
1776,1,5,2,18,29,2,1,1,45,142,6000,3000,450,1678
1778,2,1,6,48,35,4,2,1,35,126,0,0,1300,1696
1781,2,0,6,60,22,1,1,2,35,55,0,0,1350,1400
1782,1,20,2,12,52,2,1,3,60,208,8500,0,400,1202
1785,2,0,5,60,25,2,2,1,45,148,0,0,1400,1557
1790,2,3,5,12,26,1,1,1,35,120,3500,0,1000,1844
1791,1,6,2,6,50,2,2,3,75,100,30000,0,600,1282
1792,2,12,2,60,51,2,1,1,45,144,9000,0,1450,1490
1794,1,0,2,60,26,2,1,1,45,150,3500,0,1310,1464
1795,1,2,5,48,19,1,1,2,35,87,0,0,900,1045
1796,2,3,2,24,60,2,1,3,90,50,16000,0,2750,2971
1797,2,0,1,60,34,2,1,3,75,0,4000,1000,1275,1325
1798,2,1,1,60,33,2,1,2,85,250,5000,0,1700,1878
1799,2,1,1,48,36,2,1,2,101,112,0,0,1550,1839
1801,1,0,5,24,21,1,1,4,35,99999999,300000,0,1318,1318
1802,1,8,5,36,26,1,1,3,35,0,9000,2500,450,680
1804,1,6,4,24,31,1,1,1,35,250,8000,0,1000,2436
1805,1,1,1,18,33,2,1,3,69,244,0,0,600,1150
1806,2,0,1,60,35,2,1,4,75,99999999,700,0,1800,2292
1807,1,0,3,48,45,2,1,1,75,194,3000,100,1000,1429
1809,2,5,1,60,37,2,2,1,131,257,0,0,2200,2538
1810,1,1,1,48,28,2,1,3,75,0,0,0,400,1415
1811,1,14,2,24,50,2,1,1,60,92,99999999,99999999,1650,2261
1816,1,20,2,18,52,2,2,1,75,166,50000,0,800,1017
1817,1,10,2,36,26,2,1,1,60,100,3000,1800,500,690
1819,1,18,6,60,43,2,1,1,75,160,0,0,2000,2240
1820,1,0,5,36,24,1,1,3,35,59,0,0,500,1400
1821,1,1,5,60,21,1,1,1,35,142,3500,0,1650,2151
1822,1,11,2,60,30,1,1,1,35,53,875,325,750,850
1823,1,13,2,24,32,2,1,1,75,305,8000,0,1400,2060
1824,1,5,2,60,35,2,1,1,75,185,5000,1500,1350,1553
1825,2,2,3,60,32,2,2,1,75,142,4000,0,1300,1566
1826,1,5,2,60,36,2,1,1,75,107,12000,2000,600,1735
1827,1,11,2,60,38,2,1,1,60,153,3000,0,1650,1816
1828,2,10,5,60,30,4,2,1,35,66,0,0,280,855
1829,2,1,1,60,41,2,1,1,52,65,0,0,850,882
1830,1,0,2,36,61,2,1,4,45,111,6000,0,750,857
1831,2,3,2,60,22,1,1,3,35,100,10000,0,800,990
1833,1,25,3,36,49,2,1,1,60,125,5000,0,400,1062
1834,1,3,5,60,23,1,1,3,35,110,8000,2000,1550,1750
1836,1,2,6,36,25,1,1,1,35,80,0,0,600,1104
1837,1,23,2,24,57,2,1,1,45,93,2500,0,600,1118
1838,2,28,2,60,57,3,2,1,35,227,15000,0,1700,1875
1841,1,5,6,36,49,2,1,4,60,44,8000,0,400,428
1842,1,20,2,36,35,2,1,1,75,175,12000,0,1500,1700
1843,1,4,5,18,29,2,1,3,75,0,0,0,175,225
1845,2,1,1,60,24,2,1,1,57,124,0,0,1530,1586
1847,1,18,2,60,49,3,1,1,35,117,4000,0,1000,1057
1848,1,15,2,48,32,2,1,1,60,140,3500,0,795,1458
1849,1,0,2,36,29,2,2,1,45,157,8000,0,600,1314
1850,1,22,2,36,50,2,1,3,135,99999999,24000,0,500,800
1851,1,8,5,60,24,1,1,3,35,0,0,0,900,996
1852,1,20,2,36,51,2,2,1,75,228,4000,0,1200,1620
1853,1,3,5,48,22,1,1,1,35,50,0,0,1100,1382
1854,1,5,6,36,54,2,1,1,45,300,0,0,800,1180
1855,2,3,1,48,33,1,1,3,45,100,0,0,1350,1518
1856,1,5,2,18,31,2,1,1,75,153,5000,0,800,1615
1857,1,15,2,48,43,2,1,3,60,100,18000,0,2500,2976
1858,1,0,2,36,28,2,1,1,45,142,8000,4000,900,1888
1863,1,1,1,48,27,2,1,3,76,160,0,0,1700,1985
1865,2,1,1,60,29,2,1,1,84,86,0,0,1350,1743
1866,2,5,2,60,48,2,2,1,90,100,2000,792,1000,1034
1868,1,17,5,60,32,2,1,1,75,200,6000,0,1300,1682
1870,1,22,5,36,40,2,1,1,75,126,0,0,1000,1688
