,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
135696,0.004874508,44,0,0.116916125,24786.0,9,0,1,0,0.0
127019,1.214392804,62,2,0.170168465,5282.0,9,2,0,3,0.0
110669,0.577460425,47,0,0.47405957200000004,7150.0,6,0,2,0,3.0
18347,0.9999998999999999,57,0,0.22313603899999998,7416.0,3,0,1,0,4.0
85058,0.0,63,0,595.0,,5,0,0,0,0.0
54047,0.936127745,30,0,0.023117776,3200.0,4,2,0,0,1.0
73307,0.0038145320000000003,74,0,3737.0,0.0,12,0,2,0,0.0
105641,0.381874516,42,0,0.362355239,7166.0,5,0,1,0,3.0
709,0.092392056,71,2,0.19006230300000002,13000.0,7,0,1,0,0.0
89468,0.28966949,43,0,0.7125149940000001,2500.0,7,0,1,0,2.0
141010,0.9999998999999999,25,1,0.08439897699999999,4300.0,2,0,0,0,1.0
114924,0.532699066,48,1,0.514689207,9700.0,15,0,2,0,2.0
83349,0.530731912,59,2,0.39344567,16141.0,9,0,1,0,4.0
82243,0.064033003,63,0,45.0,0.0,6,0,0,0,0.0
45153,0.432785451,63,0,236.0,,7,0,0,0,0.0
147730,0.0,85,0,0.001362583,7338.0,5,0,0,0,0.0
25448,0.141341194,46,0,0.706715547,6000.0,15,0,3,0,1.0
34725,0.017317133000000002,66,0,0.013463167,11809.0,11,0,1,0,0.0
118758,0.029519213,64,0,0.073818698,4930.0,6,0,0,0,0.0
38069,0.038228751,73,0,0.285028791,2083.0,13,0,1,0,0.0
4640,0.25370737600000004,62,0,0.516678666,4166.0,15,0,2,0,1.0
141320,0.001622463,44,0,0.605863975,4160.0,11,0,1,0,2.0
42849,0.036842807000000005,78,0,380.0,0.0,3,0,0,0,0.0
93720,0.087409956,32,0,0.22599388399999998,3269.0,8,0,0,0,0.0
128701,0.9999998999999999,51,0,151.0,,2,0,0,0,0.0
104791,0.020928584,44,0,0.418129305,4500.0,12,0,1,0,0.0
130106,0.644427719,44,1,0.278876582,7583.0,7,0,1,0,3.0
146266,0.46709109,33,0,0.280619897,6000.0,8,0,1,0,2.0
99231,0.015136523,68,0,0.010118044,2371.0,4,0,0,0,0.0
138592,0.031275265,52,0,0.38541666700000005,2975.0,9,0,1,0,0.0
26777,0.114292959,40,0,0.42614755299999996,6600.0,10,0,3,0,2.0
136383,0.109875938,59,0,0.641262082,9000.0,17,0,2,0,0.0
86596,0.003633656,42,0,0.000580159,5170.0,10,0,0,0,0.0
5596,0.0239988,39,0,0.138111431,3822.0,7,0,0,0,0.0
123309,0.0,53,0,0.29451868,11000.0,9,0,1,0,2.0
49194,0.884954826,53,1,0.851584146,8300.0,14,1,2,0,3.0
33252,0.009168778,52,0,1482.0,,9,0,1,0,0.0
49792,0.863045478,60,1,0.775660872,4198.0,9,0,2,0,1.0
103848,0.023812351000000002,69,1,0.353939825,22500.0,18,0,4,0,0.0
87359,0.075913504,39,0,54.0,,1,0,0,0,0.0
66430,0.486586515,53,0,0.394657906,7000.0,10,0,2,0,1.0
136147,0.582834331,33,2,0.034188034,2924.0,2,2,0,0,2.0
14197,0.036047022000000005,67,0,30.0,,1,0,0,0,0.0
19008,0.08493347,46,1,0.596714579,4869.0,18,0,1,0,3.0
147812,0.224035877,37,0,0.133182242,7500.0,8,0,0,0,0.0
5220,0.44885038299999996,35,1,2331.0,,7,0,2,0,0.0
83622,0.05488766900000001,49,0,2146.0,,5,0,1,0,2.0
148499,0.055538195,58,0,1559.0,,10,0,1,0,0.0
42217,0.415109695,76,0,0.399838937,9933.0,13,0,2,0,0.0
41640,0.223856682,84,0,0.101633656,6916.0,10,0,0,0,0.0
127173,0.467896629,36,1,0.8942584459999999,6600.0,9,0,2,0,2.0
39732,0.757781003,51,0,0.38118600700000005,4687.0,9,0,2,0,1.0
6007,0.220901999,40,0,0.163870046,2800.0,11,1,0,0,0.0
140041,0.649223385,32,2,0.283633248,3500.0,8,0,0,0,0.0
48893,0.984920603,42,0,0.295081967,2500.0,1,0,0,0,7.0
66838,0.783536077,32,0,0.391440175,3200.0,6,0,1,0,1.0
20865,0.025824929,42,0,0.023813852000000003,5500.0,10,0,0,0,1.0
88186,0.830452792,36,1,0.248677249,1700.0,7,0,0,0,0.0
51399,0.017479301000000003,49,0,0.191465196,6162.0,3,0,1,0,2.0
148162,0.226994721,41,0,0.566492385,4398.0,7,0,2,0,2.0
26128,0.014152748,61,0,3513.0,,18,0,2,0,1.0
76162,0.462162051,63,0,2647.0,,9,0,1,0,1.0
86834,0.495948636,60,0,0.509457545,12000.0,22,0,2,0,0.0
119935,0.11152103699999999,58,0,0.08923334699999999,7160.0,13,0,2,0,0.0
92674,0.149629605,32,0,0.30172674899999996,3300.0,7,0,0,0,0.0
80004,0.030942812000000004,47,0,0.573749308,5416.0,8,0,3,1,2.0
94778,0.005060524,41,0,0.015958723,8333.0,5,0,0,0,0.0
147442,0.743490359,58,0,5835.0,,10,0,2,0,4.0
77363,0.61045762,37,0,0.461934009,7000.0,11,0,1,0,0.0
87370,0.040935044,67,0,0.010453595,11000.0,9,0,0,0,0.0
119115,0.003413663,56,0,0.46760863799999997,3750.0,17,0,2,0,0.0
53242,0.16435766,37,0,0.283716284,1000.0,8,0,0,0,0.0
57665,0.133194898,70,1,0.695706285,3213.0,20,0,1,0,0.0
74118,0.05531812,66,0,42.0,,6,0,0,0,
129789,0.599852635,31,0,0.226933007,7358.0,6,0,0,0,5.0
34400,0.001580414,39,1,0.138588913,8333.0,8,0,1,0,0.0
36271,0.9999998999999999,51,0,0.577507599,4605.0,3,2,1,0,0.0
93666,0.670041169,72,0,0.60555136,5295.0,13,0,1,0,0.0
36992,0.14597280099999999,47,0,0.348217261,3000.0,8,0,0,0,2.0
49291,0.002118465,59,0,0.15815348699999998,12000.0,3,0,1,0,4.0
17395,0.260380503,47,1,2327.0,,5,0,1,1,1.0
60746,0.242866925,59,0,0.378121649,13053.0,11,0,2,0,0.0
51919,0.9999998999999999,56,0,126.0,,3,1,0,0,0.0
16677,0.673921478,43,0,0.638815248,10938.0,26,0,2,0,3.0
7624,0.038927703,31,0,0.273481058,6994.0,4,0,2,0,0.0
36522,0.786790593,33,1,0.12231331699999999,4512.0,3,0,0,0,1.0
72097,0.15879481,60,0,0.349410841,6364.0,8,0,2,0,2.0
78539,0.011335052,29,0,0.17600592399999998,4050.0,13,0,0,0,1.0
63157,0.688136897,29,0,0.305515759,5583.0,8,0,2,0,1.0
127670,0.9999998999999999,59,2,0.02490801,3532.0,1,0,0,0,1.0
102981,0.8042572170000001,36,0,0.407528125,9510.0,21,0,2,0,4.0
102432,0.1337493,50,0,0.021358291,4166.0,5,0,0,0,0.0
76914,0.665942876,25,0,0.176964607,3333.0,10,0,0,0,0.0
11738,0.004548532,44,0,0.302436635,8166.0,6,0,1,0,3.0
98917,0.0,55,0,173.0,,5,0,0,0,0.0
106970,0.689456909,64,0,0.22794301399999997,4000.0,3,0,1,0,3.0
85701,0.010245189,61,1,0.20241401899999997,19800.0,8,0,2,0,0.0
134367,0.0,56,0,4.0,,9,0,0,0,0.0
34867,0.22810780100000003,65,0,0.052789442,5000.0,13,0,0,0,0.0
141618,0.373047955,27,0,0.20395201100000002,2833.0,5,0,0,0,0.0
42963,0.8435954109999999,66,3,602.0,,8,0,0,0,0.0
7979,0.44115857399999997,33,0,0.147408899,5460.0,8,0,0,0,0.0
9957,0.042151142999999995,59,0,0.578722837,7500.0,9,0,2,0,1.0
53993,0.046581152,58,0,0.299566811,3000.0,12,0,1,0,0.0
39536,0.129572536,77,0,0.012429073,3700.0,6,0,0,0,0.0
130445,0.017457599,53,0,9.0,,4,0,0,0,0.0
33262,0.028705207000000003,63,0,36.0,,4,0,0,0,0.0
11515,0.055106619,47,0,1446.0,,6,0,1,0,0.0
35158,0.017629571,67,0,0.20528720600000003,3063.0,9,0,1,0,0.0
132428,0.062924077,79,0,90.0,,4,0,0,0,0.0
135285,0.031742776,48,0,0.216819282,9500.0,5,0,1,0,2.0
23047,0.048664605,54,0,0.549017548,9516.0,15,0,3,0,0.0
6638,0.005814087,79,0,0.008796481,2500.0,12,0,0,0,0.0
134304,0.516929396,50,0,1.221259285,5653.0,24,0,2,0,0.0
106910,0.21097533300000001,41,0,0.255652394,7916.0,7,0,2,0,2.0
14108,0.0,59,0,0.281738533,5820.0,7,0,1,0,1.0
91662,0.0,62,0,1110.0,,3,0,1,0,0.0
99837,0.950687975,42,0,0.083783243,5000.0,7,0,0,0,1.0
47491,0.0,49,0,0.0,4000.0,2,0,0,0,0.0
149892,0.960815674,26,0,0.19108826,3500.0,5,1,0,0,0.0
94301,0.018152678000000002,51,0,1301.0,,5,0,2,0,
81628,0.63399393,33,0,0.525182622,2600.0,9,0,1,0,0.0
121183,0.034064271,69,0,323.0,,9,0,0,0,0.0
120376,0.052522440999999996,63,0,0.322721115,10333.0,11,0,1,0,0.0
82330,0.089428431,43,0,0.480151985,10000.0,10,0,2,0,2.0
56408,0.0040524179999999995,69,0,0.253356684,5138.0,5,0,2,0,1.0
31273,0.9999998999999999,92,0,0.0,,2,0,0,0,0.0
26911,0.031858531,78,0,0.028417819,1301.0,13,1,0,0,0.0
111254,0.015914372,57,0,0.321973828,3667.0,6,0,1,0,0.0
87882,0.235844622,58,0,0.882966585,6134.0,17,0,4,0,0.0
19510,0.0,61,0,0.23382373899999997,7000.0,9,0,1,0,1.0
80607,0.129492827,60,0,1522.0,,7,0,1,0,0.0
140294,0.15999634699999998,28,0,0.812286689,2343.0,20,0,1,0,0.0
27594,0.317683498,61,0,2500.0,,18,0,2,0,0.0
46712,0.183742094,32,0,2207.0,,10,0,1,0,0.0
85672,0.08712501800000001,54,0,0.688111888,2144.0,13,0,0,0,0.0
112916,0.021445494,54,0,1924.0,,5,0,2,0,0.0
145670,0.045070205999999995,41,0,0.334494774,6600.0,15,0,2,0,0.0
82981,0.304219952,68,0,0.32617625100000003,5355.0,7,0,2,0,0.0
69117,0.984993393,58,0,0.299252075,12166.0,13,0,1,0,0.0
17750,0.0,53,0,0.416188183,5398.0,13,0,2,0,1.0
47070,0.171421369,54,0,0.12311887699999999,9900.0,6,0,1,0,1.0
66985,0.043412099999999995,35,0,682.0,,7,0,0,0,3.0
71769,0.032974176,77,0,0.601279744,5000.0,11,0,2,0,1.0
136311,0.031794268,50,0,1044.0,,8,0,1,0,0.0
20603,0.449535604,48,0,0.42303686700000004,4800.0,7,0,1,0,1.0
129465,0.40793201100000004,45,0,0.06616528599999999,11833.0,3,0,0,0,2.0
15571,0.062299871,68,0,0.054557022000000004,6286.0,10,0,0,0,2.0
79406,0.488969179,46,0,0.259880055,13005.0,14,0,1,0,1.0
16887,0.36242505,22,0,0.011420413999999999,1400.0,1,0,0,0,0.0
132461,0.18144269300000002,51,1,0.30215827300000003,8200.0,12,0,1,0,0.0
138900,0.000758568,40,0,0.44431527600000004,4300.0,12,0,2,0,2.0
102084,0.0,75,0,0.0,,1,0,0,0,
46857,0.0,58,1,4758.0,,17,0,2,0,0.0
15889,0.006993623000000001,72,0,2352.0,,10,0,1,0,1.0
113660,0.342063616,52,0,0.697292293,4320.0,18,0,1,0,0.0
122930,0.01739971,90,0,30.0,,10,0,0,0,
120100,0.08019445,53,1,0.01876436,7833.0,8,0,0,0,0.0
88417,0.9999998999999999,39,0,0.0,3000.0,0,0,0,0,0.0
59842,0.09843417900000001,57,0,0.025601582,9100.0,9,0,0,0,0.0
118158,0.027065636,67,0,0.147974414,2344.0,6,0,0,0,0.0
97864,0.020117748,47,0,0.303132938,1180.0,9,0,0,0,2.0
61122,0.6199387279999999,57,0,0.230961028,18448.0,10,0,2,0,1.0
52807,0.9999998999999999,53,0,0.503475165,5898.0,4,0,2,0,0.0
43318,0.055521633,66,0,0.344262295,2500.0,19,0,1,0,0.0
66820,0.343953788,64,0,0.276180955,4000.0,9,0,1,0,0.0
1079,0.68028326,80,0,0.42985336,4568.0,6,0,1,0,0.0
7802,0.37044944399999996,66,0,0.573046694,4325.0,5,0,1,0,0.0
32385,0.021199058,62,0,0.002651515,5279.0,4,0,0,0,0.0
122807,0.770012568,52,0,0.513340544,11093.0,19,0,2,0,2.0
148890,0.9999998999999999,84,1,0.0059190530000000005,6250.0,6,0,0,0,0.0
48225,0.062618408,62,0,0.206289477,7440.0,7,0,1,0,0.0
489,0.047587303,34,0,997.0,,4,0,0,0,
137094,0.296414456,41,0,598.0,,4,0,0,1,0.0
84820,0.020559036,70,3,0.23516767,4651.0,9,0,1,0,0.0
47811,0.0,45,0,2351.0,,10,0,2,0,2.0
26725,0.564668451,55,0,1944.0,,5,0,1,0,3.0
119162,0.0,50,0,2293.0,,8,0,1,0,0.0
143655,2.638722555,25,1,0.521025641,974.0,4,1,0,1,0.0
39811,0.056842052000000004,53,1,0.245716952,15000.0,14,0,1,0,0.0
140919,0.185477308,45,0,2053.0,,6,0,1,0,0.0
27541,0.23288359600000003,58,1,0.032220114,68000.0,8,0,1,0,3.0
50770,0.209333025,51,0,0.085833254,10566.0,8,0,0,0,2.0
105931,0.09703824,41,1,3464.0,,8,0,1,1,0.0
71009,0.036522515,54,0,0.006256058,11348.0,2,1,0,0,1.0
142618,0.049744453,62,0,1853.0,,4,0,1,0,0.0
148228,0.004716075,58,0,0.958847737,1700.0,25,0,2,0,0.0
47649,0.9999998999999999,21,0,0.0,820.0,1,0,0,0,0.0
127741,0.6670832289999999,55,0,0.153112222,2200.0,3,0,0,0,0.0
106739,0.0,46,0,0.9302989909999999,5250.0,12,0,4,0,3.0
24673,0.393734746,47,0,0.333425913,7200.0,13,0,1,0,2.0
102007,0.0,66,2,0.279759036,4149.0,8,0,1,0,3.0
78993,0.154042298,50,0,0.16513914300000002,6000.0,6,0,0,0,4.0
88744,0.250191173,40,0,0.6303043770000001,4500.0,13,0,1,0,1.0
41907,0.191876794,46,0,0.254334645,9400.0,12,0,3,0,0.0
1923,0.703167083,55,0,0.17480229100000003,11000.0,12,0,0,0,0.0
134937,0.019273092,48,0,0.203053283,10021.0,9,0,2,0,3.0
137443,0.02866824,73,0,0.24232675399999998,11500.0,14,0,1,0,0.0
62098,0.350831696,64,0,0.275482094,9800.0,7,0,2,0,0.0
89593,0.298922365,42,0,4861.0,,11,0,3,0,0.0
49292,0.522501741,56,0,0.390601566,6000.0,13,0,1,0,2.0
27472,0.019836766000000002,32,0,369.0,,6,0,0,0,0.0
117062,0.019343784,63,0,0.305192572,11631.0,12,0,2,0,1.0
54322,0.0,29,0,0.595292505,4375.0,9,0,2,0,0.0
79989,0.362211345,35,1,0.033474708,131800.0,11,0,1,0,2.0
71518,0.015235424,64,0,5949.0,,11,0,2,0,0.0
46998,1.029504999,30,1,0.160186625,4500.0,6,1,0,3,3.0
25656,0.9999998999999999,48,2,374.0,,4,0,0,0,2.0
138373,0.008805851,62,0,1667.0,0.0,20,0,1,0,0.0
63051,0.0,82,0,0.0,,2,0,0,0,
42585,0.08536641800000001,32,0,0.0869619,8083.0,6,0,0,0,0.0
80787,0.344904961,57,0,0.45585621200000004,5062.0,10,0,1,0,1.0
122882,0.393811455,30,0,0.36372679,6031.0,15,0,2,0,1.0
52008,0.858283433,62,0,0.007652174,2874.0,3,0,0,0,0.0
10142,0.62835249,33,1,0.169387232,11700.0,10,0,0,0,0.0
62874,0.256283251,44,0,2910.0,,13,0,2,0,0.0
137252,0.06382519099999999,36,0,0.27081076600000004,12000.0,8,0,2,0,1.0
72107,0.488725016,62,1,0.6940789470000001,4863.0,10,0,1,0,1.0
131029,0.452920735,48,0,0.516775646,9328.0,12,0,3,0,0.0
142989,0.404314742,63,0,0.26645846300000003,8004.0,9,0,1,0,0.0
122945,0.024746119,56,0,0.45883790700000004,9000.0,12,0,3,0,0.0
51549,0.029331937000000002,36,0,0.676342525,6200.0,4,0,1,0,0.0
56602,0.054029390999999996,60,0,84.0,0.0,6,0,0,0,0.0
100274,0.452714612,50,0,6073.0,,8,0,3,0,0.0
77862,0.0,69,0,0.0,5683.0,1,0,0,0,0.0
45790,0.058202323,66,0,1301.0,,17,0,1,0,
128967,0.054860177,68,0,0.10743550800000001,6589.0,5,0,1,0,0.0
83590,0.098349955,44,0,0.058249040999999994,8600.0,7,0,0,0,1.0
125524,0.568481831,56,0,0.330990744,5833.0,9,0,1,0,0.0
135165,0.017934285,79,0,0.474236641,4191.0,15,0,1,0,0.0
140911,0.0,84,0,16.0,,6,0,0,0,
8547,0.212755831,37,0,0.20035992800000002,3333.0,2,0,0,0,0.0
43681,0.66816656,46,0,0.960553997,5703.0,10,0,2,0,0.0
137819,0.049579045999999995,54,1,0.342282886,6666.0,9,0,1,0,4.0
56376,0.836689349,42,5,1028.0,,10,0,1,0,0.0
75515,0.06140397400000001,71,0,0.20478642800000002,3300.0,9,0,1,0,0.0
5678,0.014187456999999999,48,0,0.316725979,34000.0,9,0,4,0,2.0
117373,0.0,45,0,0.21994824699999999,4250.0,8,0,1,0,0.0
41755,0.972149322,39,1,0.374754817,8666.0,14,2,2,0,1.0
53615,0.316565296,50,0,0.282567707,11667.0,10,0,1,0,4.0
55466,0.016161725,81,0,29.0,,6,0,0,0,0.0
71791,0.0,24,1,0.164667067,3333.0,4,0,0,0,0.0
147400,0.602769119,70,0,1430.0,,6,0,0,0,0.0
143085,0.047716428,27,0,0.124627818,2350.0,3,0,0,0,0.0
128121,0.328844597,63,0,0.548954254,12000.0,22,0,2,0,0.0
24690,0.55503211,49,0,0.434025947,9480.0,14,0,2,0,0.0
3466,0.169395899,35,0,0.19677996399999997,558.0,2,0,0,0,0.0
41503,1.011046918,38,0,0.25881104,4709.0,6,0,0,0,1.0
71006,0.883748833,83,0,0.338548457,2300.0,4,0,0,1,0.0
124647,0.044781130999999995,50,2,0.88740776,4200.0,15,0,2,0,3.0
102141,0.029200716,58,0,0.418572578,8700.0,19,0,3,0,0.0
58565,0.11103422,73,0,0.249436822,4882.0,5,0,1,0,0.0
45540,0.320965238,53,0,0.44082358200000005,6750.0,8,0,1,0,2.0
129,0.151912549,36,0,0.26639446699999997,12000.0,22,0,2,0,0.0
97481,0.104088543,49,0,0.228342878,11000.0,10,0,2,0,2.0
16281,0.037921893,80,0,72.0,,13,0,0,0,0.0
3936,0.0,57,0,673.0,,9,0,0,0,1.0
90336,0.283131301,48,0,0.459108178,5000.0,5,0,1,1,3.0
810,0.255610417,54,0,0.528550512,3414.0,9,0,1,0,1.0
71853,0.5279050710000001,52,0,0.50499918,6100.0,12,0,1,0,0.0
123042,0.0,65,0,0.288086679,19750.0,12,0,2,0,0.0
93869,0.055464818,65,0,0.004652488,10531.0,3,0,0,0,0.0
36822,0.161823948,39,0,0.316400581,6200.0,7,0,1,0,0.0
40948,0.13897183800000001,58,0,0.641936917,2250.0,17,0,1,0,0.0
93712,0.0,65,0,1577.0,,6,0,1,0,0.0
123319,0.058037902999999995,63,0,0.330584306,24250.0,20,0,4,0,1.0
66466,0.029612947999999997,62,0,0.61993298,9250.0,5,0,2,0,0.0
14301,0.933992024,61,0,0.7824752340000001,7166.0,10,0,2,0,0.0
124329,0.973700942,28,0,0.427078601,2200.0,7,0,0,0,0.0
141339,0.703544416,43,0,0.441200046,8732.0,6,0,2,0,4.0
12969,0.0010791169999999999,49,0,0.35609444799999995,4700.0,11,0,1,0,2.0
33766,0.000799947,84,0,0.0,,7,0,0,0,
5115,0.11646094800000001,54,1,0.244344457,8000.0,8,0,2,0,2.0
48219,0.010117052,83,0,5.0,,5,0,0,0,
132181,0.047176657999999996,73,0,0.331293837,6700.0,12,0,2,0,0.0
105559,0.02465853,41,0,0.7221623079999999,7417.0,16,0,1,0,2.0
132275,0.0,35,1,0.070185963,3333.0,10,0,0,0,1.0
38365,0.063329111,32,0,396.0,,3,0,0,0,0.0
57758,0.0,53,0,0.31227509,2500.0,7,0,0,0,0.0
124594,0.00959904,62,0,0.222524396,6250.0,6,0,1,0,2.0
42225,0.018288499,60,0,0.625570333,10300.0,18,0,4,0,2.0
9339,0.182880761,43,0,1.711786756,2400.0,9,0,3,0,3.0
87262,0.026206075,65,0,0.00470496,5100.0,3,0,0,0,1.0
43778,0.058783615,55,0,0.076338247,6444.0,5,0,1,0,0.0
47731,0.08995301900000001,29,0,0.185827698,3400.0,9,0,0,0,0.0
92572,0.9999998999999999,25,0,0.193213296,1443.0,6,0,0,0,0.0
16790,0.017334044,44,0,0.843961691,4280.0,12,0,2,0,1.0
23906,0.135271618,65,1,811.0,,10,0,1,0,0.0
28766,0.22944263899999998,49,0,0.005666289000000001,15000.0,2,0,0,0,2.0
12169,0.007992611,68,0,0.154584542,10000.0,8,0,1,0,0.0
121127,0.248067675,64,0,0.162365489,10500.0,26,0,1,0,0.0
69762,0.043965977999999996,57,0,0.118450683,6660.0,6,0,1,0,2.0
77343,0.670411537,61,0,1.089165091,3700.0,15,1,1,0,1.0
139188,0.027292011,62,0,0.039382005,3300.0,9,0,0,0,1.0
47440,0.91453752,45,0,647.0,,3,0,0,0,0.0
43205,0.0,39,0,1084.0,,3,0,1,0,0.0
38126,0.9999998999999999,40,0,53.0,,1,0,0,0,0.0
70089,0.204209027,64,0,0.413079319,5458.0,5,0,1,0,0.0
141095,0.971525242,49,0,0.35691823899999997,3815.0,5,0,0,0,1.0
22669,0.0041913670000000005,48,0,0.081064452,6500.0,17,0,0,0,3.0
1816,0.064372318,41,0,1.083273338,4166.0,7,0,1,0,1.0
98022,0.083861148,57,0,2373.0,,10,0,1,0,0.0
102723,0.24999486699999998,57,0,0.47429722399999996,11418.0,13,0,4,0,0.0
30765,0.42211646399999997,66,0,0.060250190999999995,3916.0,6,0,0,0,0.0
82643,0.326332795,62,0,2037.0,,19,0,1,0,0.0
70571,0.073862477,77,0,3716.0,,3,0,2,0,0.0
46332,0.199469726,57,0,0.267689179,11800.0,15,0,2,0,2.0
32547,0.072854541,49,0,0.36207974,8000.0,7,0,2,0,0.0
18493,0.08923899800000001,29,1,0.9831894590000001,2200.0,6,0,1,0,0.0
112943,0.0,64,0,0.458308338,5000.0,7,0,2,0,0.0
129610,0.031631305,63,0,36.0,,5,0,0,0,0.0
59293,0.496760421,32,3,0.21301101100000003,7900.0,12,0,0,0,0.0
1896,0.412840416,33,0,853.0,,9,0,0,0,2.0
108098,0.19206121899999998,54,0,0.370902512,9395.0,9,0,2,0,1.0
124861,0.9999998999999999,48,0,3281.0,,4,0,1,0,0.0
128259,0.656158099,66,0,1249.0,,2,0,1,0,0.0
64617,0.784898585,56,0,0.566814323,5417.0,12,0,1,0,0.0
66766,0.9999998999999999,43,0,0.6897445390000001,2700.0,1,0,1,0,0.0
17961,0.08701601699999999,51,0,2384.0,,5,0,1,0,0.0
147508,0.25243618,50,0,0.406036154,25280.0,24,0,4,0,0.0
66042,0.0,73,0,0.19804401,3680.0,8,0,1,0,0.0
110174,0.025772051,26,0,898.0,0.0,4,0,0,0,0.0
15088,0.131995286,49,0,0.45364689799999997,5867.0,9,0,1,0,0.0
116012,0.429565386,42,0,1.9900066619999999,1500.0,9,0,2,0,2.0
46910,0.0,80,0,0.037345284,9371.0,12,0,1,0,0.0
34109,0.057929247,45,0,0.271375465,7800.0,8,0,3,0,1.0
3015,0.860210257,56,0,0.891948414,5737.0,14,0,2,0,1.0
76156,0.609439056,80,0,3.96925859,2764.0,13,0,6,0,0.0
5394,0.44283714399999996,66,0,0.7961672470000001,3443.0,9,0,2,0,0.0
85708,0.079183348,55,0,0.611802041,11658.0,9,0,3,0,0.0
61365,0.077895251,54,0,0.458204334,2583.0,10,0,1,0,1.0
116153,0.38537840799999995,31,0,1235.0,,11,0,0,0,
141683,0.138396925,42,0,0.348404657,6612.0,4,0,1,0,0.0
30496,0.002549873,85,0,1.0,,2,0,0,0,
39394,0.002395927,79,0,0.322535493,5000.0,6,0,1,0,0.0
120039,0.119776045,26,0,17.0,0.0,2,0,0,0,0.0
4930,0.021131925,30,2,0.002347418,3833.0,4,0,0,0,0.0
88164,0.040532658,39,0,0.17228748300000002,7916.0,11,0,0,0,0.0
27311,0.518792671,51,0,0.33970313700000004,11250.0,8,0,1,0,0.0
134478,0.51429977,58,0,0.962129734,8000.0,16,0,4,0,0.0
43192,0.314871396,30,4,0.894785418,4333.0,13,0,1,0,1.0
59997,0.020485128999999998,56,0,0.032983507999999995,2000.0,12,0,0,0,0.0
82365,0.9999998999999999,46,0,158.0,,2,0,0,1,0.0
112850,0.025411266000000002,78,0,0.112377524,5000.0,7,0,1,0,0.0
55448,0.0,61,0,3047.0,,15,0,1,0,0.0
97632,0.9999998999999999,39,0,0.544476624,2416.0,4,0,2,0,1.0
100715,0.36875438200000005,79,0,0.633436259,6800.0,13,0,2,0,0.0
113165,0.080404429,43,0,851.0,,10,0,0,0,0.0
129427,1.062146893,67,3,0.9173553720000001,6533.0,9,0,0,0,0.0
23406,0.603044106,58,0,0.48587779200000003,5416.0,5,0,2,0,1.0
99698,0.048324332000000005,50,0,0.230688036,36000.0,12,0,2,0,3.0
63510,0.14781893699999998,77,0,0.09458108400000001,5000.0,6,0,1,0,0.0
86758,0.453791813,51,0,0.599668325,6029.0,4,0,2,0,3.0
54231,0.392686927,53,0,0.36723563299999995,9900.0,16,0,1,0,3.0
70933,0.246250197,49,0,1389.0,,10,0,1,0,0.0
35809,0.85341786,47,0,5435.0,0.0,10,0,1,0,3.0
7285,0.434400757,35,0,721.0,0.0,5,0,0,0,1.0
110158,0.9130124270000001,54,1,191.0,,2,0,0,0,0.0
11063,0.01884252,67,0,0.177477815,8000.0,24,0,2,0,0.0
28436,0.18016396699999998,33,0,0.701570681,3628.0,7,0,1,0,1.0
88448,0.22235363100000002,52,0,0.38072042,7800.0,6,0,1,0,0.0
70990,0.9999998999999999,74,0,0.0,3000.0,0,0,0,0,0.0
145321,0.710857429,30,0,0.29285357300000003,2000.0,4,0,0,0,0.0
61613,0.0,40,0,0.7564443059999999,6400.0,11,0,2,0,2.0
60563,0.0,27,0,0.06397441,2500.0,3,0,0,0,0.0
81850,0.480502785,26,0,0.138578131,5541.0,3,0,0,0,0.0
113957,0.662789511,43,1,969.0,,5,0,0,1,1.0
145310,0.054765018,39,0,0.315265487,3615.0,7,0,1,0,2.0
22930,0.959685593,50,1,0.244180597,6400.0,8,0,0,0,1.0
49543,0.433227168,48,0,0.188077859,8219.0,8,0,1,0,1.0
135011,0.628525944,47,0,1131.0,,5,0,0,0,2.0
54268,0.0,48,0,0.42832658100000004,6417.0,12,0,1,0,0.0
94871,0.035298618,61,0,0.071976008,6001.0,8,0,2,0,1.0
100670,0.8262934270000001,27,0,0.6704288939999999,3100.0,6,0,1,0,0.0
29268,0.30248837,55,0,0.6942591709999999,8395.0,18,0,3,0,0.0
71962,0.008972814,54,0,0.0018945370000000002,3166.0,3,0,0,0,0.0
83144,0.038499038,88,0,0.010799136,4166.0,2,0,0,0,0.0
34566,0.019232539,75,0,0.009239298,3246.0,4,0,0,0,0.0
134986,0.0,34,0,0.279783907,7033.0,7,0,2,0,0.0
60899,0.235976518,61,0,0.202084691,7674.0,17,1,1,0,0.0
110852,0.0,39,0,0.572221037,9373.0,11,0,2,0,2.0
130936,0.15781854,57,0,0.48486501200000004,11000.0,9,0,1,0,2.0
91922,0.09198160400000001,30,0,2216.0,,3,0,1,0,0.0
27834,0.04793314,40,0,0.45816515799999996,9166.0,5,0,2,0,1.0
66975,0.066899337,26,0,0.38119036799999995,2200.0,13,0,0,0,0.0
128511,0.306517504,45,0,0.141821515,12000.0,11,0,0,0,0.0
135975,0.178492785,43,0,0.72942045,5417.0,13,0,1,0,0.0
