,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
19281,0.8266431409999999,45,1,0.35462842200000005,2300.0,10,1,1,0,1.0
63394,1.190101237,34,0,0.424708171,5139.0,4,5,1,0,3.0
94254,0.626471121,71,0,0.416940054,3352.0,18,1,0,0,0.0
118817,0.9976674440000001,50,0,0.266369994,6291.0,9,5,0,2,2.0
12433,1.002666222,34,4,2684.0,,9,0,1,0,0.0
6303,0.772330346,66,1,0.667166417,2667.0,14,0,1,1,0.0
91914,1.314581791,54,0,0.018006065,5275.0,3,0,0,0,0.0
17150,0.9999998999999999,34,0,0.177764447,5000.0,2,0,0,0,4.0
148195,0.509778327,43,0,0.318693779,13228.0,7,0,2,0,2.0
55225,0.9467113629999999,52,0,0.169779287,5300.0,5,0,0,0,1.0
81529,0.829628412,49,0,0.6723435759999999,2700.0,18,0,0,0,0.0
52771,0.9999998999999999,56,1,0.176040495,5333.0,3,3,1,3,1.0
51710,0.9981819829999999,37,5,0.16970802899999998,3287.0,4,1,0,2,0.0
66828,0.943854792,46,1,0.549358342,4051.0,6,0,0,0,3.0
124749,1.14803248,28,1,0.945775536,1585.0,4,0,1,0,0.0
66671,0.395377889,47,0,0.16951934300000002,4264.0,10,0,1,0,1.0
69769,1.003646973,36,3,0.17938826100000002,3628.0,5,0,0,2,0.0
10033,1.15942029,36,0,0.013664388999999999,6000.0,1,2,0,0,1.0
21411,0.0,36,1,799.0,,6,1,0,0,0.0
62771,0.745925407,60,0,0.176672384,5246.0,9,2,1,0,0.0
11363,0.9999998999999999,27,98,0.0,,0,98,0,98,0.0
39595,0.18820801399999998,33,0,0.46218092,8500.0,10,0,2,0,0.0
40347,0.505797156,54,1,0.391555556,4499.0,8,0,0,0,1.0
131445,0.908997811,45,0,1.4195160969999998,5000.0,13,0,3,0,1.0
10826,0.8774028190000001,67,3,1.4101404430000002,4200.0,12,4,3,1,0.0
139749,0.838923929,61,2,0.69924357,6609.0,10,0,2,1,1.0
45740,0.880597015,35,3,0.87534153,8783.0,11,1,4,2,2.0
41856,0.36380681200000003,29,1,0.42614346399999997,4000.0,10,0,0,1,0.0
33186,1.111438873,50,1,2716.0,,7,0,1,0,
61063,0.8672369740000001,38,2,0.162799472,5300.0,8,0,0,0,0.0
54579,0.378282844,68,2,0.592924891,7801.0,18,0,4,0,0.0
23995,1.156146179,44,1,0.104741954,5250.0,4,2,0,1,0.0
50169,0.002099619,43,0,0.746875521,6000.0,19,0,2,0,0.0
91140,0.855642925,78,0,0.7010764559999999,3622.0,9,1,1,0,0.0
58576,2.079734219,28,0,0.364392679,3004.0,1,3,1,0,0.0
122314,1.014969718,41,0,0.739704118,2500.0,10,0,1,0,0.0
40501,0.271818787,25,1,0.011994003,2000.0,1,1,0,1,0.0
136016,0.219554611,47,1,0.18560179999999998,8000.0,3,0,1,0,2.0
34984,0.794027886,55,2,0.34157546299999997,7400.0,11,3,1,1,2.0
60220,0.994738227,37,1,0.23543280600000002,5937.0,11,0,0,0,2.0
137301,0.273151492,51,0,0.016456203,17500.0,7,0,0,0,1.0
68662,0.756558002,39,2,0.505749425,10000.0,7,1,2,0,6.0
20757,0.9044222540000001,24,1,0.39588688899999996,2333.0,6,1,0,0,0.0
29958,0.184182787,35,0,0.121567582,3750.0,7,0,0,0,0.0
45452,0.100023225,39,0,3757.0,,12,0,2,0,0.0
127720,1.984732824,42,1,0.10453648900000001,6083.0,2,1,0,1,4.0
23210,0.907156121,26,0,0.254204709,2080.0,5,0,0,0,1.0
46184,0.40159973299999996,60,1,0.36116470799999995,5700.0,5,0,0,3,0.0
22256,1.035464302,57,5,0.71487029,12951.0,5,7,3,1,2.0
22746,0.9999998999999999,54,1,521.0,,1,0,0,0,0.0
105062,0.914228576,42,1,0.27122678899999997,6300.0,9,0,2,0,0.0
76276,0.788997575,50,0,0.496501166,3000.0,23,0,0,0,2.0
24432,0.23237216800000002,40,2,0.344280043,11083.0,15,0,2,0,2.0
133567,0.934374143,67,1,0.735373473,14083.0,22,0,2,0,1.0
70667,0.21590121,78,1,0.393535488,3000.0,9,0,1,0,0.0
41351,0.8335783590000001,52,0,0.083824821,7968.0,6,0,0,0,1.0
60359,0.9999998999999999,49,0,0.0,7500.0,2,0,0,0,1.0
16043,0.828398431,54,0,1096.0,,5,0,0,0,1.0
135376,0.0,52,1,0.40688633799999996,2700.0,10,4,2,1,0.0
90348,0.272942745,65,0,0.712990937,5295.0,6,3,1,1,0.0
4765,0.491589318,75,1,0.9399739020000001,4597.0,16,0,1,0,0.0
135294,0.878940155,52,0,0.595330739,8223.0,21,0,1,0,0.0
21225,0.8581309109999999,77,6,0.314021255,2916.0,21,1,0,1,0.0
143770,0.822942643,34,1,0.36261058,11077.0,12,12,3,5,0.0
27346,1.065754866,53,2,0.19724044300000002,8841.0,13,0,1,0,2.0
146085,0.9993007970000001,56,4,0.173376275,3725.0,7,1,0,4,0.0
2106,0.7186937520000001,54,1,0.626305265,4500.0,11,0,1,1,0.0
5653,0.546382979,30,0,0.8298944340000001,4167.0,6,0,2,0,2.0
17175,0.968274663,31,0,0.145906228,2857.0,2,0,0,0,0.0
56301,0.811493833,51,2,3.709313888,3016.0,26,0,4,0,0.0
105843,1.070673787,45,0,0.558319871,3094.0,6,0,0,0,0.0
74111,1.0191626740000002,30,1,0.336850875,3600.0,4,0,0,0,0.0
40011,0.10256188599999999,73,0,2337.0,,9,0,1,0,2.0
27315,0.9999998999999999,33,0,0.331261101,1125.0,1,0,0,0,1.0
61102,0.964603399,51,1,586.0,,10,0,0,0,
144789,0.9999998999999999,54,0,437.0,,2,1,0,0,1.0
74767,0.9999998999999999,44,2,0.500166611,3000.0,3,1,1,2,3.0
112774,1.189054726,28,0,0.075305728,4660.0,2,2,0,0,2.0
44092,0.230358092,62,1,1.916779738,2210.0,16,1,2,0,0.0
121037,1.2110609479999999,40,2,0.605674291,8000.0,6,1,1,1,3.0
123861,0.17841958,48,0,0.543237666,5330.0,28,0,1,0,0.0
131989,0.889311069,57,0,0.273562537,6747.0,5,1,1,0,1.0
59890,1.0964517740000002,39,4,0.922707798,5834.0,7,0,1,0,1.0
93371,1.1977329970000001,38,2,0.22242217,5556.0,4,1,0,0,0.0
135778,0.9999998999999999,33,1,0.10756148,4350.0,1,0,0,0,2.0
17547,2.0498338869999997,63,1,0.10607169,5467.0,2,2,0,0,0.0
90116,0.780719185,55,0,1.076237319,3252.0,11,0,1,0,0.0
145633,0.938026549,41,1,0.614992282,14900.0,20,0,10,0,1.0
102890,0.01687466,56,0,0.009996002,2500.0,15,0,0,0,0.0
135006,0.910363487,28,0,0.499451497,6380.0,8,0,2,0,0.0
90554,0.9999998999999999,32,0,449.0,,3,2,0,0,0.0
142204,0.8926110359999999,50,6,2487.0,,14,0,2,4,0.0
15800,1.4463276840000001,45,1,0.423547664,5800.0,12,2,2,2,0.0
15952,0.9999998999999999,37,0,0.193650529,12000.0,1,3,0,1,2.0
16727,0.9999998999999999,28,0,0.01489573,3020.0,1,0,0,0,2.0
145841,0.9999998999999999,46,2,0.373608431,6736.0,3,0,1,0,0.0
114438,0.081148564,28,0,0.23658780399999998,3000.0,5,0,0,0,1.0
84235,0.9999998999999999,33,1,0.583637692,2737.0,4,2,1,1,2.0
30700,0.556387748,35,0,0.328483085,2748.0,6,0,0,0,0.0
76858,0.871934605,38,0,571.0,,6,1,1,0,0.0
116457,0.980245508,40,1,0.509889155,4600.0,7,0,1,0,3.0
33166,0.9999998999999999,22,98,0.0,0.0,0,98,0,98,0.0
22887,0.797666788,28,0,0.287599602,4015.0,6,0,0,0,0.0
135251,0.49616709299999995,28,0,0.394295302,2383.0,8,0,0,1,1.0
31345,0.0,53,0,0.342614076,9050.0,15,0,4,0,1.0
28316,0.9999998999999999,35,0,101.0,,1,1,0,0,3.0
40747,0.7144139140000001,54,3,1726.0,,5,0,0,3,0.0
145766,0.509674906,36,0,0.359234395,7000.0,9,0,1,0,2.0
91066,0.115538948,56,0,0.200159968,5000.0,9,0,1,0,0.0
99562,0.49530094,54,0,0.13698043099999999,7000.0,9,0,0,0,0.0
105166,0.9282774840000001,54,2,0.418060875,4960.0,6,0,1,0,2.0
149369,1.020238402,39,0,4208.0,,8,0,2,3,0.0
52781,0.442424781,57,0,0.156241155,3532.0,7,0,0,0,0.0
102565,0.143523661,37,0,0.19009584699999998,1877.0,2,0,0,1,0.0
103048,0.7784431140000001,21,0,0.010989011000000002,1000.0,1,0,0,0,0.0
75790,1.0618858820000001,45,1,0.069030555,2650.0,2,1,0,0,3.0
32765,1.194023292,49,2,0.473293345,3500.0,3,3,1,1,3.0
105652,0.9999998999999999,31,0,101.0,,2,0,0,0,0.0
22350,0.871407594,49,5,0.19879097899999998,4300.0,10,0,0,0,4.0
77106,0.9033953109999999,47,6,0.85553379,4083.0,8,5,2,1,1.0
123318,0.39820162600000003,60,0,0.36102999700000005,7533.0,10,0,1,0,2.0
17096,0.707533235,56,0,0.280726606,12000.0,6,0,1,0,3.0
95100,0.9746812220000001,39,1,4340.0,,12,0,3,0,0.0
42118,0.17318805899999998,57,0,4056.0,,11,0,1,0,0.0
86536,0.627329902,61,4,1.962979222,6833.0,20,1,7,0,0.0
80234,0.618845629,35,2,6197.0,,9,0,3,0,0.0
117289,0.9999998999999999,29,0,0.0,,0,0,0,1,0.0
17365,0.270755895,48,0,0.322512077,5174.0,10,0,1,0,1.0
45569,0.9999998999999999,30,2,0.220915842,1615.0,3,1,0,0,1.0
93796,0.954351795,57,0,0.39525691700000004,4300.0,11,0,0,0,0.0
56078,0.933846215,60,1,2.385784048,1842.0,24,0,2,0,0.0
68609,0.11541473699999999,50,2,0.758413862,3000.0,17,0,0,0,0.0
61073,0.538577474,59,0,0.39113117399999997,3765.0,8,0,2,0,3.0
4860,0.565974846,61,0,0.682341416,8165.0,10,1,3,0,1.0
78281,0.9999998999999999,29,0,0.286576169,1325.0,1,1,0,0,0.0
53545,0.807236367,40,5,3431.0,,6,0,1,0,1.0
35063,0.9999998999999999,45,0,0.347033992,4500.0,3,1,1,1,1.0
7118,0.9999998999999999,25,98,21.0,,0,98,0,98,
91807,0.074438202,61,0,0.306088865,14583.0,12,0,4,0,0.0
148262,0.025301651,39,0,0.28517429699999997,50000.0,15,0,5,0,2.0
87684,0.9999998999999999,37,0,245.0,,1,0,0,1,0.0
115048,0.9999998999999999,27,1,0.180546302,1500.0,1,0,0,0,0.0
102651,0.8881199540000001,43,0,0.157022548,3680.0,5,0,0,0,2.0
8399,0.026069485,70,0,2673.0,,11,0,2,0,0.0
857,0.778719498,81,0,0.53801306,4287.0,11,0,2,0,0.0
139163,0.973005399,42,2,0.22494840600000002,4360.0,7,0,0,3,2.0
142978,0.388404838,35,0,0.312152408,8450.0,8,0,2,0,3.0
84969,0.959831608,48,0,1398.0,,7,0,1,0,0.0
13975,1.03379662,60,1,2.646128226,1200.0,5,1,3,2,2.0
41682,0.9487451159999999,41,1,0.9273347959999999,4100.0,13,1,1,2,2.0
98872,1.00419916,45,0,0.682747643,8166.0,6,0,1,0,4.0
58164,0.703697826,57,1,0.095380924,3333.0,3,0,0,0,0.0
22820,1.0033222590000002,46,0,0.003213138,2800.0,1,0,0,0,0.0
53670,0.9999998999999999,60,2,0.46271929799999995,2735.0,3,0,1,0,3.0
46463,1.071928072,40,1,0.336120705,5500.0,6,0,0,3,2.0
49816,0.134569124,72,1,7788.0,,13,0,7,0,0.0
82554,0.9999998999999999,58,0,0.617514488,1552.0,6,0,1,0,0.0
22458,0.9999998999999999,63,0,0.12337733199999999,9166.0,4,1,1,0,0.0
89950,0.207560257,46,0,0.257626095,3310.0,3,1,0,0,3.0
81339,0.791695743,60,1,0.047995483,7083.0,3,0,0,0,0.0
27478,0.40919885,32,3,0.280241935,2479.0,7,1,0,1,1.0
98723,0.070651144,58,0,0.35995702,5583.0,7,0,1,0,0.0
46868,0.5551470589999999,41,1,0.142411966,3208.0,3,1,0,0,2.0
3462,0.7457389329999999,63,3,0.72425829,4583.0,11,0,1,0,0.0
122635,0.41545281799999995,45,2,0.23323811100000003,5950.0,6,1,1,0,1.0
146254,0.9999998999999999,28,98,0.0,1664.0,0,98,0,98,0.0
67078,0.9020565840000001,50,1,0.426095651,6000.0,17,1,1,2,2.0
48953,0.9999998999999999,44,0,0.007756505,10184.0,0,0,0,0,2.0
39172,0.980939753,52,3,0.589016185,5498.0,15,2,1,0,0.0
54679,0.46680856200000004,47,0,0.607378524,6667.0,10,0,1,0,1.0
35796,1.065379441,83,2,0.458391017,6500.0,10,1,0,3,0.0
115733,0.396180542,82,1,0.40874036,3500.0,5,0,0,1,0.0
96338,1.153692615,32,2,0.17223650399999998,2333.0,4,0,0,0,1.0
99536,1.010663112,36,5,0.314035818,2400.0,5,2,0,1,2.0
196,0.025892468999999998,38,0,74.5,1.0,13,0,0,0,2.0
141674,0.14184017,45,2,0.42859952799999995,5083.0,25,0,2,1,2.0
85571,0.474979527,44,1,0.432684443,6112.0,17,0,1,0,0.0
71279,0.079359691,74,0,0.29333838,5283.0,18,0,2,1,0.0
75871,0.004289295,28,0,0.003633061,1100.0,5,0,0,0,0.0
29772,0.471885029,51,0,1788.0,,8,6,2,0,3.0
131915,1.011191047,29,0,481.0,,4,1,0,0,3.0
133363,0.862134993,56,2,1.011595362,2500.0,8,3,1,1,2.0
12177,1.007713184,43,0,0.235135135,3699.0,6,0,1,0,0.0
81419,0.5039301310000001,30,0,0.17461055600000003,4300.0,4,0,0,0,2.0
101028,0.44246554899999996,62,0,0.285027918,7700.0,11,0,1,0,1.0
124999,1.153692615,62,1,448.0,,2,1,0,0,0.0
30736,0.868156116,24,1,963.0,,8,0,0,0,0.0
12753,1.011997001,39,0,0.10019267800000001,7784.0,3,2,0,0,3.0
17186,0.84717608,23,1,0.003997716,1750.0,1,0,0,0,0.0
92767,0.270273021,47,0,0.7938596490000001,2735.0,15,0,2,0,3.0
83881,0.347287516,54,1,0.260570305,3050.0,5,0,1,0,0.0
17069,0.0054241540000000005,46,0,0.014376996999999999,625.0,5,0,0,0,1.0
134264,1.0313572359999998,30,0,685.0,,7,0,0,0,0.0
120580,1.03419253,34,1,0.731139793,5500.0,14,1,1,4,1.0
138266,0.9999998999999999,61,2,1290.0,,3,1,1,2,6.0
47287,0.146828765,63,0,0.578029996,2466.0,19,0,1,0,0.0
142866,0.400676583,43,4,1.582256675,1160.0,14,0,0,1,1.0
116140,0.03851144,43,1,0.07093319599999999,31000.0,9,0,1,1,1.0
97090,1.149501661,49,1,0.208391365,5743.0,6,0,1,2,2.0
135899,0.9999998999999999,55,3,0.581284496,3985.0,3,1,2,3,0.0
138318,1.032322559,72,3,0.303242886,7554.0,4,2,1,0,0.0
113886,0.9786950729999999,27,2,0.3885,1999.0,5,3,0,1,0.0
99192,0.937800815,44,2,0.969653695,2800.0,10,0,1,0,0.0
47133,0.9999998999999999,58,98,0.0,2500.0,0,98,0,98,0.0
42446,0.9999998999999999,28,0,0.0,900.0,0,0,0,0,3.0
51678,1.053814311,61,3,0.48290804,6230.0,12,2,2,1,0.0
43949,0.950345973,60,6,0.7329208559999999,3878.0,12,4,0,3,0.0
86686,0.9999998999999999,48,1,0.28831121600000004,5500.0,2,2,1,1,0.0
129529,0.145073324,44,1,0.685263563,5197.0,8,0,2,2,3.0
70551,0.515013189,42,0,3.4079437319999997,2416.0,19,0,6,0,0.0
92639,0.9914712529999999,59,2,0.274056416,12584.0,14,0,1,1,0.0
106187,0.9999998999999999,58,2,0.725818545,4000.0,8,2,1,0,2.0
14805,0.37763749700000004,31,1,1.378232387,8700.0,13,0,6,4,2.0
17404,0.7551224390000001,46,4,0.648972914,5500.0,7,4,1,1,0.0
33760,0.169393116,67,2,1.802146211,1490.0,13,0,2,0,0.0
122280,0.133605059,55,0,0.173091511,14500.0,15,0,2,0,0.0
113924,0.091130531,33,0,0.512090038,11372.0,12,0,6,0,0.0
10457,0.0,67,0,0.275995575,1807.0,7,0,0,0,0.0
74467,0.737141429,57,1,0.270938396,10112.0,5,0,1,0,2.0
48642,0.9999998999999999,27,0,0.035688793999999996,1400.0,5,1,0,1,1.0
36733,0.62871442,46,0,0.96383936,6000.0,15,0,2,0,0.0
122110,0.9165504790000001,52,3,0.803691598,5200.0,17,0,2,1,0.0
50419,0.9999998999999999,32,1,0.858190302,6000.0,6,0,2,0,3.0
26119,0.9999998999999999,39,0,0.7139752229999999,4600.0,7,0,2,0,2.0
106075,1.044711014,33,1,0.773572965,7900.0,7,0,1,0,3.0
10881,0.12476056699999999,28,0,0.8415417559999999,1400.0,6,0,0,0,0.0
104875,0.684144819,38,0,0.452499046,2620.0,3,0,1,0,2.0
117702,0.57753097,53,1,0.887293765,4666.0,30,5,1,0,1.0
117654,1.04494382,61,0,25.0,,1,0,0,0,0.0
56830,0.49090182,63,0,0.520773162,4500.0,12,0,0,0,0.0
55346,0.819523465,43,0,2.179937952,966.0,10,0,1,0,2.0
25327,0.371099105,46,2,3989.0,,7,0,2,0,0.0
19409,0.9999998999999999,51,0,0.44143723799999995,15000.0,5,0,2,0,2.0
139881,0.9999998999999999,40,1,0.080373269,6643.0,1,1,0,1,2.0
72245,0.05653972,84,0,0.577059121,1978.0,9,0,1,0,0.0
39650,0.060656144,52,0,0.378448054,3878.0,8,1,1,1,3.0
105701,0.061987342,65,1,0.63668272,12250.0,24,0,13,0,1.0
22261,0.9999998999999999,39,0,0.200724419,3312.0,3,1,0,0,1.0
76355,0.775317812,42,2,0.43341489,5721.0,7,3,2,0,2.0
140026,1.161118509,52,4,0.581637072,2308.0,7,2,1,1,3.0
24146,0.0,47,0,0.0,,1,0,0,0,0.0
132358,0.342119615,26,0,0.7769318609999999,2626.0,8,0,1,0,0.0
89256,0.9999998999999999,45,2,0.324523098,4350.0,6,0,0,2,3.0
97473,0.736699092,75,2,0.09205911800000001,7983.0,10,0,0,0,1.0
44074,0.801999048,63,1,2084.0,,7,0,1,0,0.0
130297,0.994300142,47,0,0.10207050000000001,11687.0,2,0,0,0,0.0
103681,1.046869141,71,0,751.0,,3,0,0,0,0.0
120216,0.98003992,34,0,431.0,,4,2,0,2,
39054,0.296703297,32,2,0.262315943,5500.0,10,1,0,0,2.0
51938,1.019490255,54,0,0.025743564,4000.0,5,1,0,1,2.0
132267,0.283079658,65,1,0.7451102140000001,3220.0,2,2,1,1,3.0
77227,0.327787022,38,0,0.531893621,5000.0,6,0,1,1,4.0
38562,0.450868765,51,0,0.182188015,27284.0,9,1,2,0,1.0
47034,1.00979392,64,1,0.04354265400000001,3375.0,3,0,0,0,0.0
90083,0.9999998999999999,28,0,0.026567632999999997,7000.0,5,0,0,0,2.0
105597,0.9999998999999999,51,0,0.255498778,4500.0,2,0,1,0,1.0
129788,1.3662597109999999,36,1,0.112067279,5112.0,3,2,0,0,0.0
114109,0.589174118,54,4,0.35391152200000003,4000.0,8,1,0,1,0.0
80327,0.6893036859999999,46,2,0.565531129,5958.0,9,0,1,0,1.0
137865,0.977845053,44,0,1.058297347,3241.0,7,1,1,1,4.0
27567,0.9781857840000001,36,0,0.464958553,2653.0,5,0,0,1,1.0
75742,0.24750499,29,0,0.318723568,2600.0,7,0,0,0,3.0
20365,1.019492026,36,1,0.279520502,8925.0,4,1,1,1,0.0
35799,0.15661351,60,4,0.134643307,10330.0,9,0,1,0,0.0
35067,0.9999998999999999,55,0,41.0,,0,0,0,0,1.0
108317,0.329156584,38,3,1.8114918009999998,7500.0,27,0,10,0,2.0
73697,0.584841516,46,0,0.664167916,2000.0,3,0,0,0,1.0
51205,1.074641786,29,2,0.122696289,3960.0,8,0,0,1,0.0
98380,0.9999998999999999,57,0,0.0,5500.0,0,0,0,0,0.0
37314,0.5980755,29,1,0.147327249,2300.0,5,1,0,0,2.0
89458,1.015138532,46,0,0.222066058,2845.0,3,0,0,0,2.0
83125,1.1916167659999999,62,3,0.182461987,4800.0,6,3,0,1,0.0
3293,0.047060392,63,0,0.728098873,2750.0,4,0,1,0,0.0
76691,0.768718802,64,2,0.53626029,2550.0,5,1,2,1,0.0
26525,0.779388084,64,3,490.0,,7,2,0,1,2.0
48027,0.23282518300000002,48,0,0.572517078,3805.0,9,3,1,3,0.0
56430,0.937856455,52,2,0.709525132,3600.0,10,0,2,2,0.0
130611,0.165682403,57,0,0.30122202800000003,6300.0,18,0,2,0,2.0
123484,0.938707528,28,0,0.019886364,4223.0,2,1,0,1,3.0
39220,0.314337659,56,0,0.063179916,2389.0,8,0,0,0,1.0
23709,0.986554622,42,0,1804.0,,4,1,1,1,0.0
126788,1.171016102,46,3,0.285428643,4000.0,3,0,1,3,7.0
52641,0.139256255,53,1,0.039461405,7500.0,14,2,0,0,0.0
17521,0.624175946,54,0,0.568947368,5699.0,10,0,4,0,0.0
128644,0.007748063,59,0,1566.0,,7,1,2,0,2.0
105862,0.9999998999999999,36,0,0.20383693,1250.0,1,0,0,0,0.0
110925,0.514925787,46,4,0.44699021,4800.0,9,0,1,1,2.0
100750,0.191577578,29,0,0.5219769089999999,4936.0,9,0,2,0,2.0
115382,1.233397217,56,2,0.6768347929999999,9932.0,10,0,4,0,2.0
75703,0.965058236,48,0,0.12237252900000001,4804.0,3,0,0,0,2.0
74459,0.9999998999999999,47,3,0.16874893,5842.0,3,1,0,3,2.0
97638,0.962962963,25,1,0.008603574000000001,1510.0,2,2,0,0,2.0
140629,0.49592975100000003,43,2,1.1361147329999999,3834.0,17,0,2,0,2.0
92467,0.480249139,30,5,0.44939577,2647.0,14,0,1,0,0.0
33947,0.598748883,56,3,0.524658217,18066.0,12,2,2,0,1.0
78356,0.9999998999999999,30,98,0.0,,0,98,0,98,0.0
13952,0.202411846,36,1,1.169201878,5324.0,19,0,2,0,1.0
79432,0.9999998999999999,57,1,0.038568257,3603.0,3,0,0,0,1.0
101803,0.350230415,41,0,0.43659007200000005,5700.0,10,0,2,0,1.0
108572,0.18838279600000002,44,0,0.012495537,2800.0,1,0,0,0,0.0
57638,0.686711565,65,0,2609.0,,20,0,2,0,0.0
92822,0.9999998999999999,64,1,2227.0,,10,1,1,1,
92266,0.881076071,28,0,0.26195634100000004,6000.0,12,0,0,2,0.0
137772,0.6847554709999999,83,1,1494.0,,26,0,0,1,0.0
83359,1.02055968,55,1,0.339822158,4160.0,5,0,1,1,0.0
98193,1.026504329,37,4,0.6298518,5667.0,10,0,1,1,1.0
106592,0.62037962,25,1,0.16191904,2000.0,2,0,0,1,4.0
104369,0.913362213,47,0,0.01975128,4100.0,2,1,0,0,0.0
66615,0.9999998999999999,29,0,721.0,,5,0,0,1,0.0
7216,0.9999998999999999,38,2,882.0,,3,1,0,0,0.0
102609,0.9920015999999999,78,0,0.5095172410000001,3624.0,10,1,1,0,1.0
96200,0.8132499879999999,43,1,0.558669964,10916.0,17,0,3,0,4.0
62195,0.549382386,29,1,0.37004499700000004,14000.0,12,1,1,0,0.0
66368,0.579710145,45,0,0.458382181,14500.0,6,0,1,0,0.0
104358,0.259718167,41,0,0.425661914,5400.0,11,0,1,0,1.0
82176,0.054052552999999996,58,0,0.251961237,2166.0,4,0,0,0,0.0
35708,0.548682969,62,0,0.574062165,4664.0,12,0,2,0,0.0
88949,0.9253909920000001,44,2,0.627946703,5853.0,15,0,3,0,2.0
126494,0.379509835,38,2,0.22865208199999998,2833.0,10,0,0,0,0.0
81571,0.830867653,41,1,0.250183321,15000.0,14,1,1,1,0.0
92402,0.224289651,54,1,0.08676251900000001,4033.0,6,0,0,1,1.0
97308,0.572218221,51,0,0.658987281,4166.0,6,0,1,0,2.0
31477,0.9999998999999999,31,1,0.434688111,4600.0,3,0,2,3,2.0
98277,0.0,24,1,0.0,1600.0,2,0,0,0,0.0
148606,0.9999998999999999,49,0,0.017394391000000002,2816.0,2,0,0,0,2.0
9356,0.34818403700000006,49,1,0.481461507,7416.0,13,1,1,0,1.0
70743,1.115463635,31,1,0.854715095,3000.0,6,1,1,2,0.0
15312,0.0025673939999999998,59,2,0.000768935,2600.0,5,1,0,0,0.0
122921,0.9678511000000001,62,2,1538.0,,4,1,0,0,0.0
132296,0.6911913120000001,44,0,0.72510332,7500.0,20,0,4,0,5.0
56300,0.938053817,49,5,0.36385806600000004,8200.0,9,2,2,0,1.0
87971,0.964553511,30,1,753.0,,6,0,0,1,0.0
89089,0.9714006829999999,45,3,0.747402078,1250.0,15,0,1,0,0.0
97210,0.9999998999999999,57,98,0.022840119,3020.0,0,98,0,98,0.0
73803,0.9002217290000001,46,0,636.0,,3,0,0,0,0.0
132099,0.842768478,73,2,0.666940654,6082.0,19,2,6,1,0.0
12678,0.9999998999999999,37,0,412.0,,1,1,0,0,
57750,0.656673296,49,1,3406.0,,15,0,1,0,0.0
130226,0.296209078,53,0,0.438146463,4833.0,15,0,2,0,1.0
112767,0.820388662,49,0,0.444985819,13750.0,14,0,2,0,2.0
23977,0.97420187,37,2,0.124652816,9000.0,8,2,1,2,2.0
76240,1.0099966679999999,29,3,0.9170103740000001,8000.0,7,0,1,1,0.0
133508,1.023395321,48,1,6456.0,,7,0,3,0,
126071,0.301813252,30,1,0.533119086,5600.0,11,0,1,0,3.0
75003,0.08145927,44,0,4.0,,1,0,0,0,0.0
99461,0.9853444729999999,35,5,0.17808458600000002,5721.0,5,1,0,1,7.0
82524,0.9999998999999999,62,0,0.287512195,10249.0,2,0,1,0,0.0
77721,0.6095795039999999,57,0,0.528693077,2700.0,8,0,0,0,0.0
12538,0.9767441859999999,63,1,209.0,,2,0,0,1,
110280,0.9800018690000001,28,0,0.161900757,2377.0,4,0,0,1,2.0
92352,1.4023145000000001,46,2,0.27795723699999997,6500.0,8,2,0,0,1.0
115202,0.386323752,73,0,0.660925102,5166.0,17,2,2,0,0.0
124585,0.115861779,31,0,1594.0,,6,0,1,0,2.0
106923,0.6105599,45,1,0.289816815,12500.0,10,0,1,0,4.0
132391,1.017329256,41,0,0.560799556,1800.0,15,0,1,1,0.0
28120,0.176183485,53,0,0.934536638,3711.0,10,0,2,0,2.0
105977,1.698433855,43,1,0.479265092,1904.0,6,0,1,0,0.0
125873,0.972579263,63,0,0.021824189,11500.0,1,2,0,0,1.0
20631,0.015265649,61,0,629.0,,6,0,0,0,0.0
51686,0.916900968,48,2,0.524455552,2800.0,5,3,1,1,2.0
73626,0.9999998999999999,43,0,0.173076923,3691.0,1,5,0,1,0.0
13660,0.949620152,50,0,0.391316767,3500.0,6,0,0,0,1.0
47467,0.913528954,36,1,0.6926342990000001,5416.0,11,0,2,0,3.0
93141,0.9999998999999999,48,0,0.004310345,2783.0,0,0,0,0,1.0
67909,0.9999998999999999,43,2,0.058418761,7120.0,0,3,0,0,2.0
149393,0.88372093,27,0,0.012497916999999999,6000.0,4,0,0,0,0.0
19186,0.854291417,80,0,0.33155792300000003,750.0,3,0,0,0,0.0
20453,0.0016945679999999998,63,2,0.735754748,3000.0,18,0,1,0,0.0
120511,1.014197161,48,1,0.545059718,3683.0,7,0,1,0,4.0
68879,0.542861826,33,0,585.0,,5,0,0,0,0.0
6684,1.215406562,55,1,0.017041581,4400.0,2,1,0,0,1.0
30987,0.9999998999999999,44,0,0.019223376,2600.0,2,0,0,0,3.0
147556,1.002920225,52,0,0.264631043,2750.0,6,0,0,0,0.0
3352,0.563819824,39,3,0.181116983,7000.0,15,1,0,1,2.0
113192,1.048625312,39,4,0.226548673,5084.0,5,2,0,1,4.0
116084,0.708963219,48,1,0.20811312699999998,7000.0,6,2,0,2,0.0
15738,0.7012613,53,1,8464.0,,15,0,5,0,0.0
